;Place of interest;Place address;Type of place;name;address;Distancia
86876;Aparcamiento público. Plaza del Rey;PLAZA REY 1;Aparcamiento público. Plaza del Rey;Banco de España A;Calle Alcalá nº 49;115.64003077196047
